Test Loss,Test Accuracy,Precision,Recall,F1-Score,R2,Total Inference Time (s),Avg Inference Time per Sample (s),Avg Inference Time per Batch (s)
0.2498919809847664,0.9008327024981075,0.9158907046082165,0.9008327024981075,0.9007226672284533,0.6008087583966929,59.475929260253906,0.04502341352025277,1.4160935538155692
