Test Loss,Test Accuracy,Precision,Recall,F1-Score,R2,Total Inference Time (s),Avg Inference Time per Sample (s),Avg Inference Time per Batch (s)
0.06106861063283077,0.9871309613928841,0.987136403253247,0.9871309613928841,0.9871285559331897,0.9481965564331586,297.4760112762451,0.22519001610616587,7.082762173243931
