Test Loss,Test Accuracy,Precision,Recall,F1-Score,R2,Total Inference Time (s),Avg Inference Time per Sample (s),Avg Inference Time per Batch (s)
0.030502917680728624,0.9901589704769115,0.9901589093435432,0.9901589704769115,0.990158368823825,0.9603856019782978,234.18242263793945,0.17727662576679748,5.575771967569987
