Test Loss,Test Accuracy,Precision,Recall,F1-Score,R2,Total Inference Time (s),Avg Inference Time per Sample (s),Avg Inference Time per Batch (s)
0.4042285244254837,0.9659348978046934,0.9664932528069039,0.9659348978046934,0.9659694728098129,0.8628732376171846,198.9767303466797,0.15062583674994678,4.737541198730469
